position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [ĄC]
9622,2/4/19 1:01,2/3/19 19:01,99.29256,15.47998,478,val. GPS-3D,3.28,3.68,21
9620,2/3/19 23:00,2/3/19 17:00,99.29455,15.48029,473,val. GPS-3D,3.28,3.68,21
9619,2/3/19 22:00,2/3/19 16:00,99.29462,15.48037,479,val. GPS-3D,3.28,3.68,21
9618,2/3/19 11:00,2/3/19 5:00,99.2927,15.47999,498,val. GPS-3D,3.28,3.68,36
9617,2/3/19 10:00,2/3/19 4:00,99.29265,15.48004,482,val. GPS-3D,3.28,3.68,37
9616,2/3/19 9:00,2/3/19 3:00,99.2927,15.47997,474,val. GPS-3D,3.28,3.68,36
9615,2/3/19 8:00,2/3/19 2:00,99.29261,15.48002,461,val. GPS-3D,3.28,3.68,33
9614,1/30/19 12:00,1/30/19 6:00,99.23513,15.51531,637,val. GPS-3D,3.28,3.68,21
9613,1/30/19 11:00,1/30/19 5:00,99.23494,15.51526,544,val. GPS-3D,3.28,3.68,21
9612,1/30/19 10:02,1/30/19 4:02,99.23506,15.51519,615,val. GPS-3D,3.28,3.68,21
9611,1/30/19 9:00,1/30/19 3:00,99.23514,15.51527,617,val. GPS-3D,3.28,3.68,22
9610,1/27/19 12:00,1/27/19 6:00,99.23502,15.51523,618,val. GPS-3D,3.28,3.68,19
9609,1/27/19 11:00,1/27/19 5:00,99.23491,15.51524,538,val. GPS-3D,3.28,3.68,20
9608,1/27/19 10:00,1/27/19 4:00,99.23499,15.51528,602,val. GPS-3D,3.28,3.68,21
9607,1/27/19 9:00,1/27/19 3:00,99.23509,15.5153,602,val. GPS-3D,3.28,3.68,21
9606,1/27/19 8:00,1/27/19 2:00,99.23504,15.51515,641,val. GPS-3D,3.28,3.68,22
9605,1/27/19 7:00,1/27/19 1:00,99.23505,15.51524,612,val. GPS-3D,3.28,3.68,22
9604,1/27/19 6:01,1/27/19 0:01,99.235,15.51522,592,val. GPS-3D,3.28,3.68,22
9603,1/27/19 5:00,1/26/19 23:00,99.23494,15.51517,610,val. GPS-3D,3.28,3.68,21
9602,1/27/19 4:00,1/26/19 22:00,99.23509,15.51535,612,val. GPS-3D,3.28,3.68,20
9601,1/27/19 3:00,1/26/19 21:00,99.23501,15.51528,604,val. GPS-3D,3.28,3.68,18
9600,1/27/19 2:01,1/26/19 20:01,99.23512,15.51527,593,val. GPS-3D,3.28,3.68,17
9599,1/27/19 1:00,1/26/19 19:00,99.23532,15.51528,677,val. GPS-3D,3.28,3.68,17
9598,1/27/19 0:01,1/26/19 18:01,99.23505,15.51527,577,val. GPS-3D,3.28,3.68,16
9597,1/26/19 23:00,1/26/19 17:00,99.23522,15.51529,667,val. GPS-3D,3.28,3.68,16
9596,1/26/19 22:00,1/26/19 16:00,99.23516,15.51551,675,val. GPS-3D,3.28,3.68,17
9595,1/26/19 21:01,1/26/19 15:01,99.23492,15.51547,564,val. GPS-3D,3.28,3.68,17
9594,1/26/19 20:00,1/26/19 14:00,99.235,15.51538,601,val. GPS-3D,3.28,3.68,17
9593,1/26/19 19:00,1/26/19 13:00,99.23504,15.51529,567,val. GPS-3D,3.28,3.68,17
9592,1/26/19 18:00,1/26/19 12:00,99.23497,15.51519,624,val. GPS-3D,3.28,3.68,17
9591,1/26/19 17:00,1/26/19 11:00,99.23512,15.51533,622,val. GPS-3D,3.28,3.68,17
9590,1/26/19 16:00,1/26/19 10:00,99.2351,15.51529,629,val. GPS-3D,3.28,3.68,17
9589,1/26/19 15:00,1/26/19 9:00,99.23496,15.5152,584,val. GPS-3D,3.28,3.68,18
9588,1/26/19 14:00,1/26/19 8:00,99.23501,15.51518,599,val. GPS-3D,3.28,3.68,18
9587,1/26/19 13:00,1/26/19 7:00,99.23495,15.5156,611,val. GPS-3D,3.36,3.68,18
9586,1/26/19 12:00,1/26/19 6:00,99.23513,15.51526,688,val. GPS-3D,3.28,3.68,19
9585,1/26/19 11:00,1/26/19 5:00,99.23511,15.51537,613,val. GPS-3D,3.28,3.68,20
9584,1/26/19 10:00,1/26/19 4:00,99.23508,15.51537,636,val. GPS-3D,3.28,3.68,21
9583,1/26/19 9:00,1/26/19 3:00,99.23516,15.5153,631,val. GPS-3D,3.36,3.68,21
9582,1/26/19 8:00,1/26/19 2:00,99.23502,15.51516,605,val. GPS-3D,3.36,3.68,22
9581,1/26/19 7:00,1/26/19 1:00,99.23508,15.51522,614,val. GPS-3D,3.28,3.68,22
9580,1/26/19 6:00,1/26/19 0:00,99.23516,15.51534,693,val. GPS-3D,3.28,3.68,22
9579,1/26/19 5:00,1/25/19 23:00,99.23494,15.51516,593,val. GPS-3D,3.28,3.68,21
9578,1/26/19 4:00,1/25/19 22:00,99.23507,15.51522,599,val. GPS-3D,3.36,3.68,21
9577,1/26/19 3:00,1/25/19 21:00,99.2351,15.51533,605,val. GPS-3D,3.28,3.68,19
9576,1/26/19 2:02,1/25/19 20:02,99.23517,15.51533,651,val. GPS-3D,3.28,3.68,18
9575,1/26/19 1:00,1/25/19 19:00,99.23509,15.51537,642,val. GPS-3D,3.28,3.68,17
9574,1/26/19 0:01,1/25/19 18:01,99.23496,15.51524,568,val. GPS-3D,3.28,3.68,17
9573,1/25/19 23:00,1/25/19 17:00,99.23512,15.5152,627,val. GPS-3D,3.28,3.68,18
9572,1/25/19 22:00,1/25/19 16:00,99.23521,15.51537,726,val. GPS-3D,3.28,3.68,18
9571,1/25/19 21:00,1/25/19 15:00,99.23501,15.51529,592,val. GPS-3D,3.28,3.68,18
9570,1/25/19 20:00,1/25/19 14:00,99.23499,15.51531,630,val. GPS-3D,3.28,3.68,18
9569,1/25/19 19:01,1/25/19 13:01,99.2351,15.51523,602,val. GPS-3D,3.28,3.68,18
9568,1/25/19 18:00,1/25/19 12:00,99.23509,15.51541,627,val. GPS-3D,3.28,3.68,18
9567,1/25/19 17:00,1/25/19 11:00,99.23494,15.51528,664,val. GPS-3D,3.28,3.68,19
9566,1/25/19 16:00,1/25/19 10:00,99.23516,15.51541,634,val. GPS-3D,3.28,3.68,19
9565,1/25/19 15:00,1/25/19 9:00,99.23516,15.51522,574,val. GPS-3D,3.36,3.68,19
9564,1/25/19 14:00,1/25/19 8:00,99.23463,15.51541,671,val. GPS-3D,3.28,3.68,19
9563,1/25/19 13:00,1/25/19 7:00,99.23522,15.51525,651,val. GPS-3D,3.28,3.68,20
9562,1/25/19 12:00,1/25/19 6:00,99.23497,15.51532,668,val. GPS-3D,3.36,3.68,20
9561,1/25/19 11:00,1/25/19 5:00,99.23497,15.51531,605,val. GPS-3D,3.36,3.68,21
9560,1/25/19 10:01,1/25/19 4:01,99.23503,15.51518,599,val. GPS-3D,3.28,3.68,22
9559,1/25/19 9:00,1/25/19 3:00,99.23507,15.51522,627,val. GPS-3D,3.36,3.68,23
9558,1/25/19 8:00,1/25/19 2:00,99.23503,15.51519,625,val. GPS-3D,3.36,3.68,23
9557,1/25/19 7:00,1/25/19 1:00,99.23507,15.51522,614,val. GPS-3D,3.36,3.68,23
9556,1/25/19 6:00,1/25/19 0:00,99.23516,15.51524,612,val. GPS-3D,3.28,3.68,23
9555,1/25/19 5:00,1/24/19 23:00,99.23487,15.51516,615,val. GPS-3D,3.28,3.68,22
9554,1/25/19 4:00,1/24/19 22:00,99.23511,15.51531,601,val. GPS-3D,3.36,3.68,21
9553,1/25/19 3:00,1/24/19 21:00,99.23521,15.51533,612,val. GPS-3D,3.28,3.68,19
9552,1/25/19 2:00,1/24/19 20:00,99.23514,15.5152,629,val. GPS-3D,3.28,3.68,18
9551,1/25/19 1:01,1/24/19 19:01,99.23519,15.51535,637,val. GPS-3D,3.28,3.68,17
9550,1/25/19 0:01,1/24/19 18:01,99.23503,15.51523,624,val. GPS-3D,3.28,3.68,17
9549,1/24/19 23:00,1/24/19 17:00,99.23488,15.51536,602,val. GPS-3D,3.28,3.68,18
9548,1/24/19 22:00,1/24/19 16:00,99.23515,15.5154,638,val. GPS-3D,3.28,3.68,18
9547,1/24/19 21:00,1/24/19 15:00,99.23517,15.51544,614,val. GPS-3D,3.28,3.68,18
9546,1/24/19 20:00,1/24/19 14:00,99.23513,15.51527,636,val. GPS-3D,3.36,3.68,18
9545,1/24/19 19:01,1/24/19 13:01,99.23508,15.51526,590,val. GPS-3D,3.28,3.68,18
9544,1/24/19 18:00,1/24/19 12:00,99.23505,15.51519,646,val. GPS-3D,3.28,3.68,18
9543,1/24/19 17:00,1/24/19 11:00,99.23504,15.51523,631,val. GPS-3D,3.28,3.68,18
9542,1/24/19 16:01,1/24/19 10:01,99.23513,15.51524,595,val. GPS-3D,3.28,3.68,19
9541,1/24/19 15:00,1/24/19 9:00,99.23547,15.51547,730,val. GPS-3D,3.36,3.68,19
9540,1/24/19 14:00,1/24/19 8:00,99.23501,15.51535,642,val. GPS-3D,3.28,3.68,19
9539,1/24/19 13:00,1/24/19 7:00,99.23511,15.51545,632,val. GPS-3D,3.36,3.68,20
9538,1/24/19 12:00,1/24/19 6:00,99.23528,15.51525,636,val. GPS-3D,3.28,3.68,20
9537,1/24/19 11:00,1/24/19 5:00,99.23502,15.51537,635,val. GPS-3D,3.28,3.68,21
9536,1/24/19 10:02,1/24/19 4:02,99.23507,15.51523,625,val. GPS-3D,3.28,3.68,22
9535,1/24/19 9:00,1/24/19 3:00,99.23499,15.5152,614,val. GPS-3D,3.28,3.68,22
9534,1/24/19 8:00,1/24/19 2:00,99.23508,15.51515,604,val. GPS-3D,3.36,3.68,23
9533,1/24/19 7:00,1/24/19 1:00,99.23527,15.51534,647,val. GPS-3D,3.28,3.68,23
9532,1/24/19 6:00,1/24/19 0:00,99.23515,15.51511,723,val. GPS-3D,3.28,3.68,22
9531,1/24/19 5:00,1/23/19 23:00,99.23498,15.51518,592,val. GPS-3D,3.36,3.68,22
9530,1/24/19 4:00,1/23/19 22:00,99.23527,15.51537,618,val. GPS-3D,3.28,3.68,21
9529,1/24/19 3:00,1/23/19 21:00,99.23501,15.51533,604,val. GPS-3D,3.28,3.68,19
9528,1/24/19 2:01,1/23/19 20:01,99.23506,15.51519,594,val. GPS-3D,3.28,3.68,18
9527,1/24/19 1:01,1/23/19 19:01,99.23511,15.51534,625,val. GPS-3D,3.28,3.68,17
9526,1/24/19 0:00,1/23/19 18:00,99.23496,15.51534,624,val. GPS-3D,3.28,3.68,18
9525,1/23/19 23:00,1/23/19 17:00,99.23484,15.51532,567,val. GPS-3D,3.36,3.68,18
9524,1/23/19 22:00,1/23/19 16:00,99.23498,15.5152,597,val. GPS-3D,3.28,3.68,18
9523,1/23/19 21:00,1/23/19 15:00,99.23509,15.51531,598,val. GPS-3D,3.28,3.68,18
9522,1/23/19 20:00,1/23/19 14:00,99.23518,15.51523,707,val. GPS-3D,3.28,3.68,18
9521,1/23/19 19:00,1/23/19 13:00,99.23508,15.51557,785,val. GPS-3D,3.28,3.68,18
9520,1/23/19 18:00,1/23/19 12:00,99.23502,15.5152,606,val. GPS-3D,3.36,3.68,19
9519,1/23/19 17:00,1/23/19 11:00,99.23503,15.51517,588,val. GPS-3D,3.28,3.68,19
9518,1/23/19 8:00,1/23/19 2:00,99.235,15.51529,613,val. GPS-3D,3.36,3.68,23
9517,1/23/19 7:00,1/23/19 1:00,99.23505,15.5152,613,val. GPS-3D,3.36,3.68,23
9516,1/23/19 6:00,1/23/19 0:00,99.23521,15.51518,809,val. GPS-3D,3.36,3.68,23
9515,1/23/19 5:00,1/22/19 23:00,99.23502,15.51517,580,val. GPS-3D,3.36,3.68,22
9514,1/23/19 4:00,1/22/19 22:00,99.23511,15.51532,603,val. GPS-3D,3.36,3.68,21
9513,1/23/19 3:00,1/22/19 21:00,99.23503,15.51532,587,val. GPS-3D,3.36,3.68,20
9512,1/23/19 2:00,1/22/19 20:00,99.23513,15.51551,660,val. GPS-3D,3.28,3.68,19
9511,1/23/19 1:01,1/22/19 19:01,99.23518,15.51534,645,val. GPS-3D,3.28,3.68,18
9510,1/23/19 0:00,1/22/19 18:00,99.23515,15.51534,596,val. GPS-3D,3.28,3.68,18
9509,1/22/19 23:00,1/22/19 17:00,99.23537,15.51522,689,val. GPS-3D,3.28,3.68,18
9508,1/22/19 22:00,1/22/19 16:00,99.23525,15.51515,590,val. GPS-3D,3.36,3.68,19
9507,1/22/19 21:00,1/22/19 15:00,99.23521,15.5153,623,val. GPS-3D,3.28,3.68,19
9506,1/22/19 20:00,1/22/19 14:00,99.23497,15.51516,627,val. GPS-3D,3.36,3.68,19
9505,1/22/19 19:00,1/22/19 13:00,99.23495,15.51527,666,val. GPS-3D,3.36,3.68,19
9504,1/22/19 18:00,1/22/19 12:00,99.23522,15.51524,584,val. GPS-3D,3.28,3.68,19
9503,1/22/19 17:00,1/22/19 11:00,99.23487,15.51528,631,val. GPS-3D,3.36,3.68,19
9502,1/22/19 16:00,1/22/19 10:00,99.23526,15.51536,588,val. GPS-3D,3.36,3.68,19
9501,1/22/19 15:00,1/22/19 9:00,99.23493,15.51522,603,val. GPS-3D,3.36,3.68,20
9500,1/22/19 14:00,1/22/19 8:00,99.23506,15.51517,602,val. GPS-3D,3.36,3.68,20
9499,1/22/19 13:00,1/22/19 7:00,99.23523,15.51531,672,val. GPS-3D,3.36,3.68,20
9498,1/22/19 12:00,1/22/19 6:00,99.23495,15.51536,682,val. GPS-3D,3.36,3.68,21
9497,1/22/19 11:00,1/22/19 5:00,99.2352,15.51529,665,val. GPS-3D,3.36,3.68,22
9496,1/22/19 10:00,1/22/19 4:00,99.23507,15.51545,632,val. GPS-3D,3.36,3.68,22
9495,1/22/19 9:00,1/22/19 3:00,99.23517,15.51528,582,val. GPS-3D,3.36,3.68,22
9494,1/22/19 8:00,1/22/19 2:00,99.23506,15.51514,605,val. GPS-3D,3.36,3.68,22
9493,1/22/19 7:00,1/22/19 1:00,99.23499,15.51525,628,val. GPS-3D,3.28,3.68,22
9492,1/22/19 6:00,1/22/19 0:00,99.23509,15.51526,649,val. GPS-3D,3.28,3.68,22
9491,1/22/19 5:00,1/21/19 23:00,99.235,15.51526,618,val. GPS-3D,3.36,3.68,22
9490,1/21/19 20:00,1/21/19 14:00,99.23469,15.51502,580,val. GPS-3D,3.36,3.68,20
9489,1/21/19 19:00,1/21/19 13:00,99.23507,15.51532,653,val. GPS-3D,3.36,3.68,20
9488,1/21/19 18:00,1/21/19 12:00,99.23496,15.51543,679,val. GPS-3D,3.28,3.68,20
9487,1/21/19 17:00,1/21/19 11:00,99.23505,15.51525,652,val. GPS-3D,3.28,3.68,21
9486,1/21/19 16:00,1/21/19 10:00,99.23513,15.51525,570,val. GPS-3D,3.28,3.68,21
9485,1/21/19 15:00,1/21/19 9:00,99.23514,15.51532,633,val. GPS-3D,3.28,3.68,21
9484,1/21/19 14:00,1/21/19 8:00,99.23519,15.51532,624,val. GPS-3D,3.36,3.68,21
9483,1/21/19 13:00,1/21/19 7:00,99.23515,15.51534,638,val. GPS-3D,3.36,3.68,21
9482,1/21/19 12:00,1/21/19 6:00,99.2353,15.51528,687,val. GPS-3D,3.36,3.68,21
9481,1/21/19 11:00,1/21/19 5:00,99.23501,15.51533,614,val. GPS-3D,3.36,3.68,22
9480,1/21/19 10:00,1/21/19 4:00,99.23511,15.51535,629,val. GPS-3D,3.28,3.68,23
9479,1/21/19 9:00,1/21/19 3:00,99.23509,15.51526,597,val. GPS-3D,3.36,3.68,23
9478,1/21/19 8:00,1/21/19 2:00,99.23503,15.51507,596,val. GPS-3D,3.36,3.68,23
9477,1/21/19 7:00,1/21/19 1:00,99.23507,15.51525,600,val. GPS-3D,3.36,3.68,23
9476,1/21/19 6:00,1/21/19 0:00,99.23484,15.51535,530,val. GPS-3D,3.28,3.68,23
9475,1/21/19 5:00,1/20/19 23:00,99.23502,15.51525,622,val. GPS-3D,3.36,3.68,23
9474,1/21/19 4:00,1/20/19 22:00,99.23512,15.51529,615,val. GPS-3D,3.28,3.68,22
9473,1/21/19 3:00,1/20/19 21:00,99.23512,15.51525,616,val. GPS-3D,3.28,3.68,20
9472,1/21/19 2:00,1/20/19 20:00,99.23511,15.51529,638,val. GPS-3D,3.36,3.68,19
9471,1/21/19 1:01,1/20/19 19:01,99.23512,15.51533,608,val. GPS-3D,3.28,3.68,19
9470,1/21/19 0:01,1/20/19 18:01,99.23506,15.51528,567,val. GPS-3D,3.28,3.68,19
9469,1/20/19 23:00,1/20/19 17:00,99.23538,15.5151,681,val. GPS-3D,3.36,3.68,19
9468,1/20/19 22:00,1/20/19 16:00,99.23522,15.51511,582,val. GPS-3D,3.36,3.68,19
9467,1/20/19 21:00,1/20/19 15:00,99.23509,15.51523,623,val. GPS-3D,3.36,3.68,19
9466,1/20/19 20:00,1/20/19 14:00,99.23482,15.51499,584,val. GPS-3D,3.28,3.68,20
9465,1/20/19 19:00,1/20/19 13:00,99.23508,15.51529,623,val. GPS-3D,3.36,3.68,20
9464,1/20/19 18:01,1/20/19 12:01,99.23511,15.51528,686,val. GPS-3D,3.28,3.68,20
9463,1/20/19 17:00,1/20/19 11:00,99.23504,15.51524,620,val. GPS-3D,3.36,3.68,20
9462,1/20/19 16:00,1/20/19 10:00,99.23515,15.51529,622,val. GPS-3D,3.28,3.68,20
9461,1/20/19 15:00,1/20/19 9:00,99.23522,15.51541,654,val. GPS-3D,3.36,3.68,20
9460,1/20/19 14:00,1/20/19 8:00,99.23505,15.51523,614,val. GPS-3D,3.36,3.68,21
9459,1/20/19 13:00,1/20/19 7:00,99.2352,15.51533,658,val. GPS-3D,3.36,3.68,21
9458,1/20/19 0:00,1/19/19 18:00,99.23513,15.51523,609,val. GPS-3D,3.28,3.68,18
9457,1/19/19 23:00,1/19/19 17:00,99.23508,15.51526,647,val. GPS-3D,3.28,3.68,19
9456,1/19/19 22:00,1/19/19 16:00,99.23523,15.51515,589,val. GPS-3D,3.28,3.68,19
9455,1/19/19 21:00,1/19/19 15:00,99.2351,15.51526,658,val. GPS-3D,3.28,3.68,19
9454,1/18/19 8:03,1/18/19 2:03,99.23496,15.51526,662,val. GPS-3D,3.36,3.68,22
9453,1/18/19 7:33,1/18/19 1:33,99.23495,15.51529,645,val. GPS-3D,3.36,3.68,22
9452,1/18/19 7:04,1/18/19 1:04,99.23497,15.51517,623,val. GPS-3D,3.36,3.68,22
9451,1/18/19 6:33,1/18/19 0:33,99.23509,15.51529,598,val. GPS-3D,3.36,3.68,22
9450,1/18/19 5:04,1/17/19 23:04,99.23497,15.51531,642,val. GPS-3D,3.28,3.68,21
9449,1/18/19 4:33,1/17/19 22:33,99.23486,15.51506,633,val. GPS-3D,3.36,3.68,21
9448,1/18/19 4:03,1/17/19 22:03,99.23504,15.5152,567,val. GPS-3D,3.36,3.68,21
9447,1/18/19 3:34,1/17/19 21:34,99.23498,15.51518,643,val. GPS-3D,3.28,3.68,20
9446,1/18/19 3:03,1/17/19 21:03,99.23503,15.51519,600,val. GPS-3D,3.28,3.68,19
9445,1/18/19 2:35,1/17/19 20:35,99.23497,15.51521,600,val. GPS-3D,3.28,3.68,19
9444,1/18/19 2:00,1/17/19 20:00,99.23496,15.51544,690,val. GPS-3D,3.28,3.68,18
9443,1/18/19 1:00,1/17/19 19:00,99.235,15.51522,634,val. GPS-3D,3.36,3.68,18
9442,1/12/19 2:00,1/11/19 20:00,99.27901,15.58524,697,val. GPS-3D,3.36,3.68,27
9441,1/12/19 1:00,1/11/19 19:00,99.2789,15.58524,697,val. GPS-3D,3.36,3.68,25
9440,1/12/19 0:00,1/11/19 18:00,99.27899,15.58526,712,val. GPS-3D,3.36,3.68,25
9439,1/11/19 23:00,1/11/19 17:00,99.2791,15.58516,715,val. GPS-3D,3.36,3.68,26
9438,1/11/19 9:00,1/11/19 3:00,99.24009,15.59294,783,val. GPS-3D,3.36,3.68,30
9437,1/11/19 8:00,1/11/19 2:00,99.24031,15.5928,787,val. GPS-3D,3.36,3.68,31
9436,1/11/19 7:00,1/11/19 1:00,99.23976,15.5922,729,val. GPS-3D,3.36,3.68,29
9435,1/11/19 6:00,1/11/19 0:00,99.23941,15.59215,748,val. GPS-3D,3.36,3.68,29
9434,1/11/19 5:00,1/10/19 23:00,99.23933,15.59186,753,val. GPS-3D,3.36,3.68,28
9433,1/11/19 4:00,1/10/19 22:00,99.2394,15.59182,692,val. GPS-3D,3.36,3.68,27
9432,1/11/19 3:00,1/10/19 21:00,99.23925,15.59197,761,val. GPS-3D,3.36,3.68,29
9431,1/11/19 2:00,1/10/19 20:00,99.23929,15.59182,753,val. GPS-3D,3.36,3.68,29
9430,1/11/19 1:02,1/10/19 19:02,99.23938,15.59182,746,val. GPS-3D,3.36,3.68,25
9429,1/11/19 0:03,1/10/19 18:03,99.23934,15.59184,729,GPS-3D,3.28,3.68,25
9428,1/10/19 23:00,1/10/19 17:00,99.23934,15.59221,747,val. GPS-3D,3.36,3.68,26
9427,1/10/19 22:00,1/10/19 16:00,99.23979,15.59291,779,val. GPS-3D,3.36,3.68,26
9426,1/9/19 21:00,1/9/19 15:00,99.24019,15.5922,794,val. GPS-3D,3.28,3.68,25
9425,1/9/19 20:00,1/9/19 14:00,99.23932,15.59208,739,val. GPS-3D,3.36,3.68,24
9424,1/9/19 19:00,1/9/19 13:00,99.23939,15.59186,735,val. GPS-3D,3.36,3.68,23
9423,1/9/19 18:00,1/9/19 12:00,99.23936,15.59186,735,val. GPS-3D,3.36,3.68,22
9422,1/9/19 17:00,1/9/19 11:00,99.23942,15.59186,727,val. GPS-3D,3.36,3.68,23
9421,1/9/19 16:01,1/9/19 10:01,99.23939,15.59186,737,val. GPS-3D,3.36,3.68,25
9420,1/9/19 15:00,1/9/19 9:00,99.23916,15.59229,872,val. GPS-3D,3.36,3.68,25
9419,1/9/19 14:00,1/9/19 8:00,99.23932,15.59199,774,val. GPS-3D,3.36,3.68,25
9418,1/9/19 13:00,1/9/19 7:00,99.23931,15.59178,752,val. GPS-3D,3.36,3.68,25
9417,1/9/19 12:00,1/9/19 6:00,99.23931,15.5921,737,val. GPS-3D,3.36,3.68,27
9416,1/9/19 11:01,1/9/19 5:01,99.24003,15.58965,786,val. GPS-3D,3.28,3.68,25
9415,1/9/19 10:00,1/9/19 4:00,99.24132,15.57955,819,val. GPS-3D,3.36,3.68,28
9414,1/9/19 9:00,1/9/19 3:00,99.24134,15.57969,824,val. GPS-3D,3.36,3.68,27
9413,1/9/19 8:00,1/9/19 2:00,99.24129,15.57955,819,val. GPS-3D,3.36,3.68,27
9412,1/9/19 7:00,1/9/19 1:00,99.23983,15.58096,796,val. GPS-3D,3.36,3.68,30
9411,1/9/19 6:00,1/9/19 0:00,99.23622,15.58135,707,val. GPS-3D,3.36,3.68,30
9410,1/9/19 5:00,1/8/19 23:00,99.23645,15.57855,725,val. GPS-3D,3.36,3.68,30
9409,1/9/19 4:00,1/8/19 22:00,99.23653,15.57857,710,val. GPS-3D,3.36,3.68,30
9408,1/9/19 3:00,1/8/19 21:00,99.23651,15.57859,709,val. GPS-3D,3.36,3.68,34
9407,1/9/19 2:00,1/8/19 20:00,99.23662,15.57835,707,val. GPS-3D,3.36,3.68,28
9406,1/9/19 1:00,1/8/19 19:00,99.23661,15.57846,715,val. GPS-3D,3.36,3.68,25
9405,1/9/19 0:00,1/8/19 18:00,99.23653,15.57842,702,val. GPS-3D,3.36,3.68,23
9404,1/8/19 23:00,1/8/19 17:00,99.23663,15.57836,695,val. GPS-3D,3.36,3.68,24
9403,1/8/19 22:00,1/8/19 16:00,99.23657,15.57841,704,val. GPS-3D,3.36,3.68,24
9402,1/8/19 21:00,1/8/19 15:00,99.23655,15.57841,700,val. GPS-3D,3.36,3.68,26
9401,1/8/19 20:03,1/8/19 14:03,99.2361,15.5776,713,GPS-3D,3.28,3.68,28
9400,1/8/19 19:00,1/8/19 13:00,99.23669,15.57674,720,val. GPS-3D,3.36,3.68,24
9399,1/8/19 18:00,1/8/19 12:00,99.2366,15.56918,719,val. GPS-3D,3.36,3.68,24
9398,1/8/19 17:00,1/8/19 11:00,99.23506,15.56209,609,val. GPS-3D,3.36,3.68,25
9397,1/8/19 16:00,1/8/19 10:00,99.23327,15.55739,583,val. GPS-3D,3.36,3.68,28
9396,1/8/19 15:00,1/8/19 9:00,99.2323,15.55865,573,val. GPS-3D,3.36,3.68,24
9395,1/8/19 14:00,1/8/19 8:00,99.23566,15.55323,521,val. GPS-3D,3.36,3.68,25
9394,1/8/19 13:00,1/8/19 7:00,99.23784,15.55141,587,val. GPS-3D,3.36,3.68,25
9392,1/8/19 11:00,1/8/19 5:00,99.23231,15.54997,505,val. GPS-3D,3.36,3.68,25
9391,1/8/19 10:00,1/8/19 4:00,99.23783,15.54638,613,val. GPS-3D,3.36,3.68,25
9390,1/8/19 9:00,1/8/19 3:00,99.25418,15.54355,723,val. GPS-3D,3.36,3.68,29
9389,1/8/19 8:00,1/8/19 2:00,99.25426,15.54351,745,val. GPS-3D,3.36,3.68,28
9388,1/8/19 7:00,1/8/19 1:00,99.26026,15.54122,680,val. GPS-3D,3.36,3.68,30
9387,1/8/19 6:00,1/8/19 0:00,99.26405,15.54115,654,val. GPS-3D,3.36,3.68,30
9386,1/8/19 5:00,1/7/19 23:00,99.27033,15.53372,392,val. GPS-3D,3.36,3.68,30
9385,1/8/19 4:00,1/7/19 22:00,99.27864,15.52726,275,val. GPS-3D,3.36,3.68,28
9384,1/8/19 3:00,1/7/19 21:00,99.27846,15.52242,298,val. GPS-3D,3.36,3.68,29
9383,1/8/19 2:01,1/7/19 20:01,99.27794,15.52207,252,val. GPS-3D,3.36,3.68,29
9382,1/8/19 1:00,1/7/19 19:00,99.27791,15.52205,260,val. GPS-3D,3.36,3.68,27
9381,1/8/19 0:00,1/7/19 18:00,99.2779,15.52205,259,val. GPS-3D,3.36,3.68,27
9380,1/7/19 23:00,1/7/19 17:00,99.27785,15.52206,255,val. GPS-3D,3.36,3.68,31
9379,1/7/19 22:00,1/7/19 16:00,99.27794,15.52206,265,val. GPS-3D,3.36,3.68,27
9378,1/7/19 21:03,1/7/19 15:03,99.27797,15.52205,244,GPS-3D,3.28,3.68,35
9377,1/7/19 20:03,1/7/19 14:03,99.27795,15.52214,278,GPS-3D,3.36,3.68,29
9376,1/7/19 19:00,1/7/19 13:00,99.27793,15.52211,260,val. GPS-3D,3.36,3.68,25
9375,1/7/19 18:00,1/7/19 12:00,99.27791,15.52202,248,val. GPS-3D,3.36,3.68,27
9374,1/7/19 17:02,1/7/19 11:02,99.27761,15.52266,256,val. GPS-3D,3.28,3.68,26
9372,1/7/19 15:00,1/7/19 9:00,99.27553,15.5319,296,val. GPS-3D,3.36,3.68,26
9371,1/7/19 14:00,1/7/19 8:00,99.28136,15.53501,290,val. GPS-3D,3.36,3.68,27
9370,1/7/19 13:00,1/7/19 7:00,99.28124,15.535,243,val. GPS-3D,3.36,3.68,27
9368,1/7/19 11:00,1/7/19 5:00,99.27693,15.55092,455,val. GPS-3D,3.36,3.68,28
9367,1/7/19 10:00,1/7/19 4:00,99.27578,15.55065,442,val. GPS-3D,3.36,3.68,28
9366,1/7/19 9:00,1/7/19 3:00,99.2757,15.55092,432,val. GPS-3D,3.36,3.68,29
9365,1/7/19 8:00,1/7/19 2:00,99.274,15.55183,495,val. GPS-3D,3.36,3.68,29
9364,1/7/19 7:01,1/7/19 1:01,99.27253,15.5528,572,val. GPS-3D,3.36,3.68,30
9363,1/7/19 6:01,1/7/19 0:01,99.27253,15.55289,528,val. GPS-3D,3.36,3.68,28
9362,1/7/19 5:03,1/6/19 23:03,99.26996,15.55603,637,GPS-3D,3.36,3.68,28
9361,1/7/19 4:00,1/6/19 22:00,99.26457,15.559,626,val. GPS-3D,3.36,3.68,27
